"bfi_1"	"bfi_2"	"bfi_3"	"bfi_4"	"bfi_5"	"bfi_6"	"bfi_7"	"bfi_8"	"bfi_9"	"bfi_10"	"bfi_11"	"bfi_12"	"bfi_13"	"bfi_14"	"bfi_15"	"bfi_16"	"bfi_17"	"bfi_18"	"bfi_19"	"bfi_20"	"bfi_21"	"bfi_22"	"bfi_23"	"bfi_24"	"bfi_25"	"bfi_26"	"bfi_27"	"bfi_28"	"bfi_29"	"bfi_30"	"bfi_31"	"bfi_32"	"bfi_33"	"bfi_34"	"bfi_35"	"bfi_36"	"bfi_37"	"bfi_38"	"bfi_39"	"bfi_40"	"bfi_41"	"bfi_42"	"bfi_43"	"bfi_44"	"AgainstAbortion"	"AgainstGayMarriage"	"AgainstUniversalHealthcare"	"AgainstTaxingTheRich"	"ConservativeIdeology"	"PoliticalInterest"	"Vote"	"YearOfBirth"	"Gender"	"Race"	"EducationLevel"	"IncomeLevel"	"State"
4	2	4	3	4	4	4	2	4	4	4	2	5	2	4	4	4	2	2	4	4	4	2	4	4	4	2	4	2	4	2	4	4	4	2	4	2	4	2	4	2	4	2	3	3	4	3	4	5	1	2	1930	1	1	3	12	42
4	3	5	4	2	2	5	4	2	4	2	3	5	4	4	5	3	2	4	4	2	2	1	2	2	4	4	5	5	4	4	4	4	3	2	4	4	2	2	4	4	4	4	1	1	2	1	1	2	2	1	1975	1	2	3	13	5
4	1	4	4	3	2	4	3	3	5	3	1	4	4	3	3	4	4	4	5	3	5	4	4	3	3	2	4	1	4	1	5	4	2	3	4	2	4	2	4	3	4	4	4	1	1	2	2	1	1	1	1953	2	1	5	11	37
5	4	5	4	5	3	5	3	3	5	5	2	5	2	5	5	5	3	4	5	4	5	1	4	5	4	2	5	3	5	4	5	5	4	4	5	1	5	2	5	1	5	2	5	1	1	1	1	1	1	1	1953	1	1	6	11	34
1	5	5	1	3	1	3	3	5	1	1	1	5	3	5	1	1	4	1	1	5	5	3	5	3	1	5	3	5	1	1	4	3	2	3	1	3	1	1	1	5	1	4	3	4	4	2	1	5	1	2	1956	1	1	3	1	35
5	4	5	2	2	4	5	2	2	5	4	1	5	4	4	5	4	1	4	2	4	4	2	4	2	2	1	4	4	2	1	5	4	4	2	4	1	4	2	2	2	4	4	4	2	2	3	2	3	2	2	1972	2	1	4	11	5
3	4	4	3	4	4	4	3	2	3	2	3	5	4	3	3	4	3	3	2	3	3	2	4	3	3	2	3	4	3	4	4	4	3	4	2	4	4	4	3	4	4	4	3	2	3	1	2	4	2	1	1967	1	1	3	14	7
4	4	4	2	2	4	4	2	4	4	2	1	5	4	4	4	4	2	1	2	3	3	4	5	3	3	2	2	4	3	2	5	5	5	4	4	4	4	4	4	4	5	2	4	4	4	3	4	5	1	2	1964	2	1	2	8	25
5	3	4	3	4	3	4	4	4	4	3	3	5	4	4	4	2	3	3	4	2	5	3	3	4	4	3	3	3	4	4	3	4	4	4	4	4	4	3	3	3	4	3	3	3	4	2	3	4	2	2	1953	1	1	3	12	9
5	3	4	3	5	3	4	3	1	5	4	1	5	3	4	4	4	3	1	5	2	5	3	2	4	4	1	5	4	5	2	4	3	1	1	5	3	4	5	4	1	5	5	4	2	1	2	1	2	1	1	1960	2	1	3	12	3
2	3	5	1	4	4	4	1	4	5	5	1	5	4	4	4	5	1	2	5	4	4	1	5	4	4	3	4	3	5	4	4	5	4	1	4	2	5	3	5	4	4	1	3	2	1	2	1	2	2	1	1948	2	2	2	11	9
3	3	4	4	4	4	3	2	3	4	2	2	4	4	3	3	3	2	4	4	3	4	3	4	3	4	4	3	3	2	3	3	4	4	2	4	3	3	3	2	3	3	3	2	3	1	3	3	4	1	2	1948	1	1	6	12	30
4	3	5	3	3	4	4	2	3	5	5	3	5	4	3	4	3	3	1	4	3	2	1	3	3	2	3	4	3	3	3	3	3	3	2	2	3	4	3	4	3	3	3	3	1	1	1	2	3	1	1	1962	1	1	5	14	9
3	3	5	3	3	3	4	2	4	3	4	1	5	3	3	3	4	2	3	4	4	4	1	3	2	3	2	3	3	3	3	3	4	3	4	3	3	3	3	3	3	4	1	2	3	4	3	2	4	1	2	1946	1	1	2	7	37
5	2	5	1	5	1	5	2	5	5	5	1	5	3	5	5	5	1	3	5	1	4	1	5	5	5	5	5	3	5	1	5	5	3	2	5	1	5	2	5	2	5	2	5	3	4	3	4	5	1	2	1963	1	1	5	14	22
5	4	5	5	4	2	3	3	1	5	2	2	5	4	4	3	2	3	5	4	2	2	2	2	4	4	2	4	3	3	4	2	3	2	1	4	3	4	2	3	3	4	3	4	3	4	1	4	4	2	2	1957	1	1	6	14	34
5	3	4	1	4	2	5	3	5	5	3	1	5	2	1	4	5	5	1	4	1	5	4	5	4	4	1	4	3	4	3	5	3	5	2	5	2	2	2	4	4	4	4	1	2	3	3	1	3	2	2	1959	2	1	3	7	34
4	3	3	2	4	2	3	4	2	5	3	2	4	4	4	4	4	2	4	4	2	4	3	2	4	5	3	4	3	4	3	4	4	3	4	5	4	4	4	4	2	4	3	3	2	1	1	1	2	1	1	1975	2	3	2	8	36
4	4	4	3	4	5	5	1	5	5	3	1	5	2	5	3	5	1	4	4	5	5	3	5	2	2	1	5	3	4	5	5	5	5	5	2	1	5	2	3	4	5	2	3	4	4	3	4	5	1	2	1976	1	1	3	8	4
4	3	4	2	4	3	4	2	2	5	3	2	5	4	4	3	3	3	4	3	3	3	3	2	3	3	2	4	4	4	4	4	4	2	2	3	4	4	4	4	3	4	3	2	1	1	1	1	1	1	1	1980	2	1	3	8	3
5	2	4	4	5	2	4	3	2	5	2	1	5	4	5	4	4	4	5	5	3	4	3	3	4	3	1	5	4	5	3	5	4	3	2	3	1	4	3	5	2	3	2	4	1	1	1	2	1	1	1	1968	2	3	5	12	23
3	3	4	3	3	3	4	3	3	4	4	2	5	4	4	4	5	4	4	4	3	4	1	3	4	3	3	5	4	4	4	5	4	3	1	4	2	4	3	5	3	5	3	2	2	1	3	4	4	1	2	1952	1	1	6	13	30
5	1	5	4	5	1	5	2	5	5	5	1	5	3	5	5	2	5	1	5	1	3	1	5	5	5	1	5	3	5	3	5	4	5	1	5	3	4	3	5	5	5	3	3	3	2	3	3	4	1	2	1937	2	1	2	2	22
4	3	4	2	4	4	5	3	4	4	4	2	4	3	5	5	5	3	3	4	3	5	3	4	4	3	1	4	4	4	4	5	4	4	3	5	3	3	3	4	2	4	3	3	2	2	1	1	3	1	1	1967	1	2	3	7	42
4	3	5	1	3	4	5	3	3	4	3	1	5	4	3	4	4	3	1	5	4	5	3	4	3	2	3	5	4	4	3	5	4	3	2	3	2	4	4	3	2	4	3	1	2	1	3	2	4	1	2	1946	1	1	3	9	13
4	1	4	3	4	2	4	4	4	4	4	1	4	3	4	4	4	4	2	4	4	4	2	4	4	2	1	4	1	4	3	4	4	4	2	4	1	4	2	4	3	4	2	2	2	1	2	2	3	1	1	1962	2	1	6	14	20
5	3	5	3	4	3	5	2	3	4	4	3	5	4	5	4	4	2	3	4	3	3	1	3	4	4	3	5	3	4	3	5	5	4	5	4	3	4	3	5	1	5	1	5	2	1	1	1	3	1	1	1970	2	1	5	7	9
2	2	5	2	4	4	5	1	4	5	4	1	5	4	5	4	5	1	4	4	4	3	2	4	2	4	2	5	4	3	4	5	5	5	3	4	2	5	4	4	3	5	1	5	1	2	1	1	2	1	1	1980	2	2	4	6	30
4	4	4	2	4	5	4	4	2	4	4	2	4	4	3	4	4	2	4	4	4	4	2	4	4	4	2	4	4	4	4	4	4	2	2	4	2	4	4	4	2	4	4	3	2	2	3	2	3	2	2	1982	2	1	6	6	13
5	4	4	1	3	2	4	3	2	4	4	4	4	4	4	4	4	2	2	2	3	5	3	3	2	4	2	3	3	1	1	4	3	3	3	4	4	4	2	3	4	4	2	1	4	4	2	4	4	1	2	1978	2	1	5	7	3
4	5	3	5	4	4	3	4	1	5	1	3	5	5	4	2	3	4	4	5	4	1	5	2	4	2	4	4	5	4	5	3	4	3	2	2	3	4	4	4	1	3	5	4	3	2	2	1	3	3	1	1976	2	1	3	4	36
3	2	5	2	3	4	4	2	3	5	3	1	5	3	5	4	4	2	2	4	4	5	2	4	4	4	3	5	4	4	4	3	5	4	2	3	3	5	2	4	2	4	2	4	1	1	1	1	1	1	1	1950	2	1	3	7	25
1	4	4	4	3	4	4	3	2	2	3	2	5	4	3	2	3	4	4	4	4	4	3	3	3	2	2	3	2	4	4	4	4	4	5	2	2	3	4	3	4	4	3	3	2	3	1	1	3	2	1	1951	1	1	4	9	9
2	2	5	3	5	4	5	1	3	5	5	3	5	4	5	4	2	1	4	5	4	4	1	4	5	5	4	5	4	4	4	4	5	5	1	4	1	5	1	5	2	4	1	5	2	1	2	1	3	1	1	1946	1	1	5	13	33
5	3	1	4	3	3	3	2	1	4	2	1	5	2	4	2	1	2	4	5	5	5	5	4	1	4	4	4	4	3	2	2	4	4	4	2	3	3	1	2	4	2	5	3	2	1	2	1	3	1	1	1960	2	4	2	10	13
5	2	5	4	5	1	4	1	4	5	5	1	5	4	4	5	4	1	2	2	1	5	1	4	5	4	1	5	2	5	1	4	5	4	2	5	2	5	1	2	2	4	2	4	1	1	2	1	1	1	1	1935	2	1	3	7	5
3	3	4	3	3	4	5	4	4	4	3	2	5	4	3	3	4	4	4	4	4	5	2	5	4	4	2	4	4	4	4	5	5	4	4	4	3	4	4	4	4	4	3	3	3	4	1	1	3	1	1	1957	1	1	2	6	37
5	1	5	1	5	1	5	1	2	5	5	1	5	4	5	5	4	1	3	5	1	5	1	5	5	5	1	5	1	5	1	5	5	4	2	5	2	5	2	5	1	5	1	5	2	2	3	4	4	1	2	1958	1	1	3	13	45
1	4	5	3	3	5	4	2	4	5	2	1	5	4	4	2	4	2	5	4	5	5	2	5	3	2	4	4	3	4	5	4	4	4	4	2	2	3	2	4	3	4	2	2	2	1	2	2	2	1	1	1933	1	1	4	7	9
4	2	3	1	4	4	3	4	4	4	3	3	4	4	2	3	4	4	2	4	3	4	4	4	3	2	4	3	3	2	3	4	2	3	4	4	2	2	2	2	4	4	3	2	3	3	2	1	3	1	1	1936	1	1	3	12	32
4	3	4	1	5	2	4	4	4	4	3	2	5	4	4	4	4	4	2	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	2	3	2	3	2	4	2	4	2	4	2	1	1	1	2	1	1	1956	2	1	6	14	41
4	2	5	3	4	5	2	3	4	5	4	2	5	3	4	4	4	3	3	4	2	4	2	4	4	4	2	4	3	3	3	5	5	4	3	3	2	3	2	4	3	4	3	3	1	1	1	1	2	1	1	1943	2	1	5	5	5
1	3	4	2	3	4	4	2	4	5	2	3	5	3	4	3	3	4	2	3	4	4	3	5	4	4	4	5	2	3	4	5	4	5	2	3	1	4	1	3	5	4	3	4	3	4	3	3	5	1	2	1935	1	1	5	9	46
2	3	4	1	3	4	4	4	4	5	4	1	5	3	3	3	4	2	1	3	4	4	2	4	3	3	2	4	3	3	4	4	4	4	3	3	3	4	2	4	3	5	3	3	1	1	2	1	3	1	1	1943	1	1	5	12	36
4	4	5	2	2	4	5	2	2	3	2	2	4	4	3	2	2	3	3	4	4	4	4	2	4	3	2	4	3	1	5	4	4	4	4	2	3	4	3	3	4	4	3	1	1	3	2	1	4	2	1	1948	1	1	3	6	9
2	1	4	4	4	4	4	4	4	5	3	1	5	4	5	4	5	4	5	5	4	5	4	5	4	4	2	5	4	5	4	5	5	5	1	4	2	5	4	5	2	4	2	3	1	1	1	1	1	1	1	1935	2	1	5	4	14
5	2	5	1	5	3	5	2	5	5	5	1	5	4	4	4	4	1	2	5	2	5	3	4	5	5	2	4	4	5	5	5	5	5	3	4	1	3	3	5	1	5	2	3	2	1	1	2	1	1	1	1961	2	1	3	14	5
4	4	4	2	4	2	5	4	3	5	2	3	5	4	4	4	5	4	4	4	2	4	3	2	2	4	3	4	4	4	4	5	5	4	3	4	4	4	4	5	2	5	4	5	1	1	1	2	1	1	1	1976	2	1	3	10	25
4	2	5	1	4	4	4	2	4	4	4	1	4	4	2	2	4	1	4	2	4	4	1	4	3	3	3	3	3	3	3	3	3	3	1	4	2	2	4	2	2	4	2	3	2	1	1	1	2	2	1	1976	2	3	4	11	42
4	3	5	4	5	1	2	4	2	5	5	4	5	4	5	5	2	4	4	5	2	4	2	2	5	5	5	5	5	5	1	4	4	2	4	5	5	4	4	5	1	4	4	5	1	1	1	1	1	1	1	1964	2	1	3	10	13
4	1	4	3	5	3	5	5	2	4	4	1	5	3	4	5	5	5	3	5	1	2	1	3	5	5	3	4	4	5	3	5	5	4	1	4	1	3	1	5	5	3	3	5	3	1	3	2	3	2	1	1974	1	2	5	5	7
4	1	5	4	4	4	5	4	4	5	2	1	5	4	5	4	5	2	4	5	4	4	1	5	4	2	1	5	5	4	4	5	4	5	1	5	1	4	4	5	2	5	4	5	2	1	2	2	3	1	1	1957	1	1	6	7	28
1	3	5	3	3	2	3	2	3	4	3	1	5	3	3	2	3	2	3	3	5	4	2	3	3	2	4	4	4	3	4	4	4	4	2	2	3	4	3	4	3	4	3	2	3	4	3	3	4	2	2	1958	1	1	2	7	44
2	2	3	1	5	4	4	3	4	4	3	1	5	3	5	4	4	4	2	5	4	4	4	5	4	2	3	3	3	3	4	4	2	4	3	2	2	3	3	4	3	3	5	2	2	1	1	2	2	1	1	1976	1	1	5	7	37
3	3	5	1	4	3	4	1	3	5	3	1	5	4	4	3	3	1	3	5	4	4	1	4	4	3	4	5	4	3	4	5	5	5	1	3	1	5	1	3	3	5	1	3	2	4	3	4	4	1	2	1952	1	1	2	9	9
4	1	5	4	4	4	5	2	4	5	4	1	5	4	5	4	4	2	4	4	4	4	1	4	4	2	2	4	4	3	4	4	4	4	3	2	2	4	2	4	4	4	2	1	4	4	3	4	5	1	2	1946	1	1	5	11	22
4	2	5	2	4	1	5	2	3	4	5	1	5	4	4	5	4	2	4	4	2	4	2	5	4	5	1	4	3	5	1	5	4	4	2	5	1	4	3	4	1	5	3	4	1	1	1	1	2	1	1	1966	1	1	5	9	32
5	1	5	3	5	4	4	2	5	5	5	1	5	4	4	3	4	2	3	5	5	4	1	5	4	4	3	5	1	4	4	5	4	5	5	4	3	4	3	5	5	4	3	1	3	4	3	4	5	1	2	1973	1	1	6	11	7
2	4	5	1	5	4	4	1	2	5	3	1	5	4	5	4	3	4	5	5	4	2	4	4	5	4	2	5	4	4	4	5	4	2	1	4	1	5	2	4	3	4	2	2	1	1	1	1	2	1	1	1950	1	2	6	9	42
4	2	5	2	5	4	5	2	4	5	2	1	5	4	4	3	5	4	2	5	2	4	5	4	4	5	2	4	4	5	2	4	4	5	2	4	2	4	2	5	1	4	4	5	1	1	1	2	2	1	1	1957	2	1	6	12	45
4	4	5	1	4	2	4	2	5	5	4	1	5	4	4	4	2	1	2	5	2	5	1	5	4	5	2	5	4	4	1	4	4	5	2	4	4	5	1	5	4	5	1	1	2	3	3	2	4	2	2	1947	1	1	3	12	9
4	4	5	1	5	4	5	4	5	5	4	4	4	1	5	4	5	4	1	5	5	5	4	5	5	5	5	4	5	4	5	5	5	5	1	2	4	4	4	5	1	4	2	4	2	3	1	1	3	1	1	1970	1	3	6	12	5
2	3	5	4	4	4	4	1	2	4	2	1	5	4	4	3	5	1	2	4	4	4	1	5	5	5	4	5	2	4	4	4	5	5	2	2	2	5	2	5	2	4	1	2	3	4	3	4	4	1	2	1952	1	1	6	13	18
4	4	2	2	4	1	4	4	2	5	1	1	4	4	4	4	2	4	5	2	4	5	2	4	5	4	4	2	2	5	4	5	4	4	4	2	4	4	4	5	1	4	4	1	1	1	1	1	1	1	1	1953	2	4	2	8	6
1	2	5	5	3	5	4	3	4	4	4	1	5	4	3	3	4	2	3	3	5	4	2	3	4	2	2	4	3	5	4	4	3	3	3	2	1	4	4	4	2	4	3	4	3	2	2	2	2	2	1	1939	1	1	4	7	34
4	4	4	1	4	2	5	4	5	4	3	1	5	4	4	3	3	2	2	4	2	4	1	4	4	5	1	3	2	4	1	4	4	5	1	5	2	4	1	5	1	4	1	4	1	1	1	2	3	1	1	1942	2	1	3	10	46
4	1	5	1	4	3	4	2	4	5	4	1	4	2	3	3	4	3	2	4	4	5	4	4	3	4	2	4	2	4	4	3	4	4	2	4	4	4	2	4	2	4	2	4	1	2	1	1	2	1	1	1928	2	1	6	10	19
4	1	5	2	5	3	5	4	4	5	2	1	5	2	4	4	4	2	4	5	2	4	4	4	5	4	1	4	2	4	2	5	4	4	1	4	1	4	2	5	2	4	2	2	2	1	1	1	3	1	1	1941	1	1	2	9	14
4	2	4	1	3	2	4	3	5	5	2	2	4	2	4	3	5	4	1	4	2	3	4	5	4	4	3	5	3	5	1	4	3	5	5	5	2	2	1	4	4	4	3	5	1	2	3	4	4	1	3	1981	1	1	2	4	34
3	3	4	4	5	4	5	5	2	4	3	4	4	4	4	4	4	4	5	5	5	4	3	4	4	4	3	3	5	5	3	4	3	5	2	4	4	3	4	4	2	4	4	3	4	4	3	4	5	1	2	1969	1	1	5	13	34
5	2	5	4	5	3	5	2	4	5	5	1	5	5	5	5	5	2	4	5	4	5	2	5	5	5	2	4	4	5	2	5	4	5	4	4	2	2	4	4	1	2	5	5	1	1	1	1	1	1	1	1962	1	1	3	6	32
2	3	3	4	5	2	3	4	4	5	3	4	2	4	5	4	4	4	2	5	4	4	4	2	5	4	4	3	4	5	3	2	3	4	1	2	4	3	1	5	1	2	3	5	1	1	1	1	2	1	1	1965	1	1	6	10	5
2	3	4	2	4	4	4	1	3	4	2	1	5	4	3	4	4	2	5	4	4	5	1	5	5	2	3	4	2	2	2	5	4	4	4	4	1	2	3	4	2	4	1	2	2	4	2	1	5	1	2	1949	2	1	3	7	29
4	4	4	1	4	2	5	4	2	5	3	1	5	4	5	4	5	2	5	5	2	5	4	3	4	4	4	3	2	5	4	5	2	3	1	4	1	4	1	5	1	4	2	5	1	1	1	1	2	1	1	1967	1	1	5	7	36
3	1	5	3	4	4	5	4	4	5	1	5	5	3	4	4	5	1	1	5	3	4	1	4	4	3	1	5	3	5	3	5	5	4	2	4	1	5	2	5	1	5	4	5	3	1	3	4	4	1	2	1934	2	1	6	5	9
4	1	5	2	5	4	5	3	4	4	3	1	5	2	4	4	5	4	4	4	5	5	2	5	5	4	1	4	2	5	5	5	5	4	2	4	1	4	3	3	4	4	2	3	2	4	1	1	2	1	1	1946	2	1	2	13	34
2	4	5	1	3	4	3	4	3	3	2	1	5	4	3	3	4	1	2	4	4	2	1	4	3	3	3	4	4	2	4	3	4	4	4	2	2	4	2	4	4	4	2	2	4	4	3	4	3	2	2	1967	1	1	3	10	45
2	3	5	1	5	4	5	1	3	5	5	1	5	4	4	4	4	3	4	4	5	4	1	4	5	2	4	3	4	2	5	5	4	3	3	2	1	3	4	4	3	5	2	3	3	3	3	3	4	1	2	1951	1	1	4	10	37
3	3	3	3	3	3	3	3	3	3	3	3	5	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1963	1	1	3	11	36
4	4	5	4	1	5	4	4	2	5	4	1	5	5	4	2	4	5	5	5	5	2	4	3	4	2	4	4	5	5	5	5	4	1	4	2	2	4	5	4	4	5	5	5	1	1	1	2	2	2	1	1979	2	1	4	11	3
5	5	5	5	5	2	4	4	2	5	4	4	4	4	5	5	3	4	5	5	1	2	3	2	5	4	4	4	4	4	4	4	4	4	1	2	4	4	3	4	1	2	4	5	1	1	1	2	2	1	1	1963	2	1	6	14	21
4	4	4	2	3	3	4	5	4	5	5	1	5	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	3	3	4	3	3	3	4	1	1	1	1	1	1	1	1951	1	1	3	6	13
4	1	5	3	4	2	4	3	3	5	5	3	4	4	4	4	4	3	4	4	2	5	2	4	4	5	1	4	3	5	3	4	4	4	4	5	3	4	2	3	4	4	2	4	4	3	3	4	5	1	2	1961	1	1	2	10	37
4	5	5	4	5	4	3	3	4	3	3	4	5	5	5	4	1	1	3	4	2	3	3	4	5	5	5	5	4	1	3	3	5	5	3	4	4	5	2	4	5	3	3	4	2	4	3	4	5	1	2	1969	1	1	5	12	32
3	1	5	3	4	4	5	2	4	4	2	2	5	4	3	3	4	1	4	2	4	5	1	2	2	2	1	5	4	2	4	5	5	3	2	4	1	5	4	3	2	4	1	1	2	2	2	2	3	1	2	1927	1	1	2	5	34
4	4	4	1	4	2	4	4	4	3	3	3	4	3	3	2	4	5	1	5	2	2	3	4	4	3	3	3	3	2	4	4	4	4	4	4	4	3	2	4	2	4	5	1	3	4	3	4	4	1	2	1961	1	1	6	11	34
3	2	4	4	4	3	3	3	2	3	2	1	5	4	4	3	4	4	4	4	3	4	4	3	4	2	2	3	3	4	4	4	4	4	2	2	2	4	4	4	4	4	4	2	2	1	1	1	1	1	1	1955	1	1	3	5	18
4	4	5	3	4	4	5	4	3	5	3	3	5	4	5	4	5	4	3	4	5	5	3	4	4	5	4	4	4	5	4	4	5	3	2	4	4	2	2	4	1	3	2	4	2	1	1	1	2	1	1	1962	1	1	3	8	21
3	2	4	1	5	3	4	1	4	5	2	4	5	3	4	4	4	5	3	4	5	5	4	5	3	3	1	5	4	4	2	5	4	5	2	5	4	3	2	4	4	4	4	2	4	2	3	4	4	1	2	1950	1	3	5	8	21
2	2	3	2	3	3	3	3	3	3	2	3	4	3	2	3	4	4	2	4	3	4	4	4	2	3	2	3	3	3	5	4	2	3	4	2	3	3	3	2	3	4	4	2	3	3	3	3	4	2	2	1966	2	1	5	11	46
3	3	5	3	3	3	4	3	3	4	4	3	5	4	4	3	3	3	3	3	3	3	1	4	4	4	4	4	4	5	4	4	4	4	2	3	3	4	3	3	2	3	3	5	1	1	1	1	1	1	1	1959	1	1	5	8	46
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	4	3	4	3	3	2	1985	1	1	2	10	34
2	4	4	2	3	5	3	2	3	5	2	1	5	3	4	2	3	4	2	4	5	4	3	4	3	3	2	4	4	3	4	3	3	3	3	3	1	4	3	4	3	4	2	4	3	1	2	1	2	2	1	1989	2	3	2	4	9
4	1	3	4	4	1	4	4	1	3	2	1	5	3	3	3	5	2	5	4	1	4	1	2	4	4	1	4	3	4	5	4	3	2	3	2	5	3	4	4	2	4	5	1	2	1	1	1	1	2	1	1955	2	1	3	3	5
4	4	4	2	3	3	5	2	5	2	2	1	4	2	2	2	5	1	2	2	2	4	4	3	2	2	1	4	4	4	4	5	5	5	5	3	2	4	2	2	2	4	1	2	3	4	3	3	5	1	2	1975	2	1	5	13	34
4	1	4	2	2	4	5	3	4	5	5	2	5	3	4	5	5	2	1	5	3	4	4	5	4	5	1	2	3	5	4	4	4	3	5	5	2	4	4	5	2	4	5	5	2	2	1	2	2	1	1	1988	2	1	3	14	43
4	4	5	3	4	2	4	1	4	5	3	2	5	4	5	4	4	2	4	4	4	3	1	4	5	4	4	4	4	5	2	4	5	4	2	4	4	5	4	5	2	4	2	4	2	1	3	2	3	1	2	1981	1	1	6	11	9
2	4	5	4	3	4	4	2	5	4	3	2	5	4	2	3	4	1	4	3	4	4	1	4	3	3	3	5	2	5	4	4	5	4	1	4	3	4	3	2	1	3	2	5	1	1	3	2	4	1	2	1929	1	1	3	1	11
4	1	5	1	4	3	5	2	4	5	3	1	5	2	3	3	3	2	1	4	4	5	2	5	4	3	2	5	2	3	3	5	5	5	3	4	1	4	1	5	3	4	2	2	1	2	1	1	2	1	1	1933	1	1	3	8	42
5	5	5	3	4	1	4	1	5	5	4	4	5	4	5	5	5	1	2	5	1	4	1	4	4	5	5	5	5	5	1	3	5	5	1	4	4	5	4	5	5	5	5	4	1	1	1	1	1	1	1	1938	1	2	4	8	32
4	2	4	2	3	4	4	2	4	4	4	3	5	4	4	4	5	4	3	4	2	4	2	4	4	4	2	4	4	4	2	4	3	2	2	4	2	4	3	4	2	4	5	4	3	4	3	3	4	2	2	1938	2	1	3	6	22
5	2	5	1	3	3	4	3	2	5	3	2	5	5	3	4	5	1	4	5	4	5	1	4	3	3	3	4	4	3	3	4	4	3	2	4	2	3	2	3	2	3	2	2	1	1	3	2	2	1	2	1935	2	1	2	8	29
1	4	4	5	4	5	4	4	2	5	3	1	5	5	5	2	2	4	5	5	5	4	1	2	4	1	4	4	5	4	5	4	4	2	1	1	1	3	3	4	4	5	3	3	3	4	3	4	5	1	2	1954	1	1	2	7	45
2	1	4	5	3	4	4	4	2	4	1	1	4	4	2	2	4	4	4	1	5	4	2	4	1	1	4	4	3	2	4	4	4	4	5	2	4	4	4	1	5	4	4	1	3	4	2	1	3	2	1	1951	2	2	2	7	45
4	4	4	1	4	4	4	4	4	4	4	1	5	4	4	2	4	5	2	3	4	4	2	4	3	2	4	4	1	4	3	4	2	4	2	4	4	4	1	4	2	3	4	3	3	4	3	4	5	1	2	1942	2	1	3	7	10
1	5	5	4	2	4	5	1	2	5	4	1	5	5	5	5	5	2	3	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	2	2	1970	1	1	3	2	22
4	4	5	4	5	2	5	3	4	5	4	3	5	4	4	4	4	1	4	5	2	5	3	4	5	5	3	5	5	5	4	5	5	5	2	5	4	5	2	4	2	4	2	5	1	3	2	1	3	1	1	1960	2	1	4	8	13
5	4	4	1	5	4	5	2	4	5	2	2	5	4	4	4	4	1	4	3	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	3	4	2	2	1	1	3	1	1	1963	1	2	3	12	25
4	2	5	1	5	4	5	4	2	5	4	1	5	5	4	3	5	2	4	5	5	4	1	5	5	2	1	5	1	4	5	5	4	5	2	5	1	2	1	5	4	5	2	3	1	1	2	1	2	1	1	1959	1	1	2	10	28
3	2	4	1	4	4	4	2	3	5	2	3	5	3	3	2	4	3	3	4	4	4	2	4	3	3	3	4	4	3	4	3	3	4	3	4	2	4	2	3	4	4	2	2	3	1	1	2	3	1	1	1937	1	1	2	6	9
2	4	4	4	3	4	4	2	5	4	1	1	4	4	3	2	3	2	5	4	5	2	3	2	2	1	3	4	2	2	3	4	4	2	4	4	1	4	4	2	4	4	4	1	1	4	1	1	3	2	1	1960	2	1	2	12	6
2	3	5	3	5	4	5	3	2	5	2	1	5	4	4	3	2	2	4	4	5	2	2	4	4	2	2	5	2	5	4	5	4	4	4	2	2	3	2	4	1	3	2	5	2	1	1	1	3	1	4	1940	1	1	3	6	18
4	5	5	2	5	5	5	2	4	5	4	4	5	5	5	4	4	5	5	5	2	4	1	5	5	5	3	5	3	5	5	5	5	5	5	4	2	3	4	5	5	4	3	1	4	4	3	4	5	1	2	1963	2	3	3	12	45
5	1	5	1	4	4	4	4	4	4	4	4	5	1	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	4	1	1	1	1	1	1967	1	3	3	8	48
2	2	5	2	4	5	5	3	3	5	4	1	5	4	4	4	4	4	2	4	4	4	2	4	4	3	4	4	4	4	4	4	4	4	2	2	2	4	2	4	2	2	2	2	2	2	3	4	4	1	2	1966	1	1	5	12	42
1	3	5	4	4	5	5	2	3	5	3	3	5	5	5	3	4	1	5	4	4	5	4	5	4	2	5	5	5	5	5	4	4	5	1	2	3	4	4	5	1	4	3	5	2	1	3	4	3	1	2	1962	1	1	6	14	5
4	3	4	3	2	4	4	2	2	4	3	2	5	4	3	3	3	2	4	3	3	4	3	3	2	3	2	3	3	2	3	4	3	2	3	3	2	3	3	2	2	3	3	1	3	4	2	2	2	1	1	1960	1	1	5	6	34
